Epoch,Before Cost,After Cost
"[581, 216624.17547607422, 151523.11114501953]"
"[582, 224582.53814697266, 154818.38275146484]"
"[583, 224862.31768798828, 154046.48510742188]"
"[584, 224793.77294921875, 156995.85906982422]"
"[585, 213905.314453125, 148144.41302490234]"
"[586, 218798.6739501953, 151231.9005126953]"
"[587, 223763.35162353516, 154014.58172607422]"
"[588, 209884.84112548828, 148275.83917236328]"
"[589, 208336.31842041016, 143668.00680541992]"
"[590, 221381.2264404297, 154746.51977539062]"
"[591, 213550.39532470703, 149028.61367797852]"
"[592, 228827.20581054688, 161510.67095947266]"
"[593, 220968.92041015625, 152216.55291748047]"
"[594, 211437.38403320312, 146822.93475341797]"
"[595, 225970.9219970703, 157610.3758544922]"
"[596, 208796.7921142578, 145104.28607177734]"
"[597, 225912.53057861328, 158453.90399169922]"
"[598, 218224.94244384766, 151828.35809326172]"
"[599, 215347.89459228516, 153188.57000732422]"
"[600, 218016.23370361328, 153834.8355102539]"
"[601, 214163.0093383789, 147945.76364135742]"
"[602, 224497.81072998047, 157050.1840209961]"
"[603, 216309.77770996094, 150541.61932373047]"
"[604, 217537.24353027344, 149250.90075683594]"
"[605, 221733.7696533203, 153824.89282226562]"
"[606, 211460.68682861328, 148070.62420654297]"
"[607, 227584.36212158203, 161156.63189697266]"
"[608, 220533.22302246094, 152207.52770996094]"
"[609, 222349.97985839844, 156246.56213378906]"
"[610, 223547.177734375, 157306.31582641602]"
"[611, 214647.9208984375, 151632.27362060547]"
"[612, 216648.23956298828, 151100.7127380371]"
"[613, 216934.31860351562, 150563.08392333984]"
"[614, 213623.95513916016, 147876.85250854492]"
"[615, 212094.49908447266, 147603.38357543945]"
"[616, 216454.83758544922, 151058.65713500977]"
"[617, 214808.39318847656, 151104.8074951172]"
"[618, 218027.54077148438, 153482.69274902344]"
"[619, 220483.41693115234, 153242.00634765625]"
"[620, 214864.9005126953, 149381.7364501953]"
"[621, 210100.80419921875, 148538.4405517578]"
"[622, 217521.93780517578, 148745.67309570312]"
"[623, 216549.6229248047, 150505.79806518555]"
"[624, 217692.90966796875, 150181.80078125]"
"[625, 225121.36560058594, 156795.5648803711]"
"[626, 217911.6365966797, 152592.42694091797]"
"[627, 213878.7403564453, 146573.27752685547]"
"[628, 221697.32061767578, 153670.6806640625]"
"[629, 229641.31964111328, 160605.7069091797]"
"[630, 224677.16821289062, 157344.31817626953]"
"[631, 227995.64361572266, 161128.84741210938]"
"[632, 216078.71600341797, 148897.80810546875]"
"[633, 213119.01556396484, 147187.30081176758]"
"[634, 218215.59844970703, 151850.02990722656]"
"[635, 219612.9566040039, 153249.59405517578]"
"[636, 221083.95581054688, 152114.24920654297]"
"[637, 214259.79418945312, 146806.17010498047]"
"[638, 213690.80145263672, 149450.40325927734]"
"[639, 220093.0450439453, 154661.4880065918]"
"[640, 217819.96209716797, 151928.31298828125]"
"[641, 220742.76788330078, 153520.27081298828]"
"[642, 217475.38592529297, 150999.8716430664]"
"[643, 218088.5576171875, 150676.27960205078]"
"[644, 211663.81463623047, 147062.90106201172]"
"[645, 216874.87176513672, 150725.5443725586]"
"[646, 214398.1650390625, 149450.29095458984]"
"[647, 216860.46350097656, 151425.7152709961]"
"[648, 211842.67364501953, 146538.97583007812]"
"[649, 213893.3442993164, 146576.30834960938]"
"[650, 213078.29821777344, 150696.6319580078]"
"[651, 218754.51147460938, 152783.07586669922]"
"[652, 219820.1982421875, 150492.34637451172]"
"[653, 223715.35760498047, 153954.21145629883]"
"[654, 217756.54034423828, 151673.1499633789]"
"[655, 223043.8916015625, 152904.19842529297]"
"[656, 212444.11853027344, 146114.79180908203]"
"[657, 210559.7296142578, 148507.8228149414]"
"[658, 224077.42138671875, 154919.45611572266]"
"[659, 229259.6573486328, 159426.70568847656]"
"[660, 220318.82360839844, 154573.46173095703]"
"[661, 216888.73553466797, 149028.13403320312]"
"[662, 218505.87133789062, 152957.62646484375]"
"[663, 227151.96990966797, 157311.46337890625]"
"[664, 218603.40826416016, 151075.28088378906]"
"[665, 218679.22039794922, 150978.20281982422]"
"[666, 216780.04956054688, 150840.65957641602]"
"[667, 219239.04272460938, 152806.6024169922]"
"[668, 215998.06243896484, 151253.97436523438]"
"[669, 219673.0698852539, 153994.55926513672]"
"[670, 215746.28314208984, 150148.14849853516]"
"[671, 213985.21997070312, 146537.51571655273]"
"[672, 219952.92694091797, 153902.7234802246]"
"[673, 218905.3446044922, 150535.75561523438]"
"[674, 220284.2710571289, 149473.43954467773]"
"[675, 218805.34576416016, 153056.6697998047]"
"[676, 209987.55114746094, 146141.46438598633]"
"[677, 219971.98693847656, 154516.82614135742]"
"[678, 215041.94720458984, 149415.04943847656]"
"[679, 217312.74688720703, 149118.98007202148]"
"[680, 217236.7904663086, 151648.05584716797]"
"[681, 216722.93615722656, 150617.34887695312]"
"[682, 215153.24560546875, 148758.86849975586]"
"[683, 222782.79248046875, 154582.13082885742]"
"[684, 215496.95489501953, 147793.50091552734]"
"[685, 213079.86492919922, 148999.76022338867]"
"[686, 223816.70440673828, 154933.8236694336]"
"[687, 221060.7657470703, 151159.27893066406]"
"[688, 213904.94036865234, 149731.05377197266]"
"[689, 218707.9031982422, 151922.74813842773]"
"[690, 216349.02435302734, 151106.041015625]"
"[691, 222931.6694946289, 156205.3826904297]"
"[692, 211802.07330322266, 144886.77313232422]"
"[693, 210223.79083251953, 147397.4686279297]"
"[694, 218002.0828857422, 150829.36700439453]"
"[695, 214985.65631103516, 146551.5026550293]"
"[696, 227795.64947509766, 158958.0894165039]"
"[697, 219731.47875976562, 151963.92279052734]"
"[698, 214851.9727783203, 149860.12341308594]"
"[699, 204472.80450439453, 142506.56509399414]"
"[700, 219760.15716552734, 152490.85458374023]"
"[701, 220463.64331054688, 151426.87768554688]"
"[702, 223806.81939697266, 154379.3778076172]"
"[703, 227794.3638305664, 157516.25817871094]"
"[704, 222084.58087158203, 154225.9776611328]"
"[705, 220741.1007080078, 151639.33520507812]"
"[706, 213638.71807861328, 148373.78002929688]"
"[707, 222514.34375, 155297.67498779297]"
"[708, 223406.3712158203, 155456.65008544922]"
"[709, 224332.9112548828, 156078.70510864258]"
"[710, 216368.62451171875, 153571.4077758789]"
"[711, 220347.8094482422, 152961.54711914062]"
"[712, 218528.3516845703, 153159.06280517578]"
"[713, 219367.18133544922, 150629.66961669922]"
"[714, 215517.88385009766, 149511.0509033203]"
"[715, 220694.78576660156, 151120.54608154297]"
"[716, 209961.02380371094, 146436.57958984375]"
"[717, 217402.54919433594, 150648.62496948242]"
"[718, 214266.0961303711, 148423.26824951172]"
"[719, 220699.03515625, 151802.9130859375]"
"[720, 216173.0082397461, 151678.00164794922]"
"[721, 218111.9051513672, 153389.00350952148]"
"[722, 218304.5908203125, 153191.3677368164]"
"[723, 216712.7274169922, 149482.0941772461]"
"[724, 213792.09075927734, 147974.99404907227]"
"[725, 220440.12957763672, 153734.78713989258]"
"[726, 217126.90466308594, 149587.10705566406]"
"[727, 214265.68786621094, 147121.96408081055]"
"[728, 212288.73010253906, 145798.4581298828]"
"[729, 211983.43786621094, 148105.46948242188]"
"[730, 216384.41046142578, 152827.9649658203]"
"[731, 216410.46099853516, 150434.10195922852]"
"[732, 220493.16082763672, 152655.15631103516]"
"[733, 211228.54803466797, 147441.80462646484]"
"[734, 213427.1685180664, 149060.63552856445]"
"[735, 222432.61645507812, 153792.9479675293]"
"[736, 222009.45599365234, 156867.01684570312]"
"[737, 225051.3265991211, 157084.49169921875]"
"[738, 222290.35009765625, 154249.3422241211]"
"[739, 219555.81622314453, 150688.48391723633]"
"[740, 208600.49536132812, 145512.10955810547]"
"[741, 218906.78643798828, 151898.34338378906]"
"[742, 211274.94287109375, 146547.89880371094]"
"[743, 219747.45922851562, 152797.85186767578]"
"[744, 215782.33764648438, 148857.85717773438]"
"[745, 225653.6675415039, 157161.76373291016]"
"[746, 221177.4803466797, 150708.80178833008]"
"[747, 219451.97552490234, 153637.68621826172]"
"[748, 222405.830078125, 153922.54370117188]"
"[749, 215718.65673828125, 146340.9268798828]"
"[750, 222758.07482910156, 155156.95477294922]"
"[751, 220324.71270751953, 154676.5684814453]"
"[752, 224414.4619140625, 157553.4167175293]"
"[753, 222884.6773071289, 151454.49298095703]"
"[754, 223265.24688720703, 154666.7696838379]"
"[755, 225595.4067993164, 154055.9898071289]"
"[756, 217413.1685180664, 148760.6171875]"
"[757, 218189.2290649414, 150783.09240722656]"
"[758, 221182.36590576172, 154179.53652954102]"
"[759, 228769.4755859375, 158421.08428955078]"
"[760, 216439.76983642578, 152076.29559326172]"
"[761, 221144.40203857422, 152081.82971191406]"
"[762, 216675.11712646484, 149557.88592529297]"
"[763, 222232.13208007812, 155316.2124633789]"
"[764, 216665.70849609375, 149228.4188232422]"
"[765, 226150.80688476562, 156433.23120117188]"
"[766, 218593.10888671875, 152639.03845214844]"
"[767, 217968.57257080078, 151829.68743896484]"
"[768, 222736.31884765625, 155966.1990966797]"
"[769, 221335.17700195312, 153671.58419799805]"
"[770, 222194.01776123047, 153672.72717285156]"
"[771, 226278.6580810547, 158192.03173828125]"
"[772, 217660.61846923828, 150088.1567993164]"
"[773, 216673.1378173828, 150227.33392333984]"
"[774, 216212.74920654297, 148209.79516601562]"
"[775, 230578.51239013672, 161407.79809570312]"
"[776, 221262.33001708984, 152647.65283203125]"
"[777, 209437.14276123047, 143643.78216552734]"
"[778, 217888.92724609375, 149882.19534301758]"
"[779, 218881.6527709961, 151128.53021240234]"
"[780, 213437.24395751953, 149326.10815429688]"
"[781, 221763.61322021484, 150062.3441772461]"
"[782, 223988.5380859375, 153092.4405517578]"
"[783, 220147.796875, 153148.23342895508]"
"[784, 218275.9432373047, 149768.94219970703]"
"[785, 222252.43432617188, 154519.29971313477]"
"[786, 215578.83770751953, 149260.77966308594]"
"[787, 212159.83868408203, 143913.45477294922]"
"[788, 220669.04852294922, 154460.4174194336]"
"[789, 218828.3387451172, 151951.82592773438]"
"[790, 231974.1141357422, 165323.34899902344]"
"[791, 228109.2650756836, 156456.97341918945]"
"[792, 211623.51922607422, 146178.76501464844]"
"[793, 219844.52783203125, 152782.75234985352]"
"[794, 218235.92681884766, 152077.3201904297]"
"[795, 221052.25134277344, 154748.28381347656]"
"[796, 214334.2969970703, 147517.2036743164]"
"[797, 217878.62225341797, 150959.09310913086]"
"[798, 226938.84344482422, 160590.17028808594]"
"[799, 217993.7973022461, 151279.49728393555]"
"[800, 219341.9400024414, 153468.98486328125]"
"[801, 212846.15087890625, 144471.89709472656]"
"[802, 227008.20281982422, 156224.24389648438]"
"[803, 221565.85412597656, 154100.1558227539]"
"[804, 224028.71844482422, 155646.65838623047]"
"[805, 212258.9722290039, 146627.77893066406]"
"[806, 212539.46484375, 145274.62396240234]"
"[807, 214596.4340209961, 147493.7032470703]"
"[808, 224555.53784179688, 153944.42263793945]"
"[809, 207807.60272216797, 144808.57028198242]"
"[810, 222056.5503540039, 157955.6632385254]"
"[811, 231874.6405029297, 159940.38403320312]"
"[812, 217726.12561035156, 151886.4723815918]"
"[813, 224053.07385253906, 152817.44580078125]"
"[814, 220620.42517089844, 153444.81378173828]"
"[815, 220058.11938476562, 154252.8471069336]"
"[816, 217426.5604248047, 151920.23803710938]"
"[817, 227084.97296142578, 157222.3927001953]"
"[818, 219528.9276123047, 153949.0867919922]"
"[819, 215109.64111328125, 148389.24154663086]"
"[820, 226368.89947509766, 159206.39379882812]"
"[821, 225942.55535888672, 157619.1463623047]"
"[822, 231203.01428222656, 162360.9468383789]"
"[823, 219665.65826416016, 155501.74420166016]"
"[824, 214857.65307617188, 149048.90380859375]"
"[825, 218622.31994628906, 152194.1405029297]"
"[826, 219865.86462402344, 151701.31811523438]"
"[827, 212985.25762939453, 145354.13891601562]"
"[828, 221620.1778564453, 154540.4666748047]"
"[829, 223624.59674072266, 153510.49798583984]"
"[830, 214234.1873779297, 151588.43551635742]"
"[831, 213993.8754272461, 147859.00408935547]"
"[832, 217780.08978271484, 148094.767578125]"
"[833, 216805.55236816406, 151168.28002929688]"
"[834, 216788.15338134766, 149121.70880126953]"
"[835, 219083.54486083984, 154630.7221069336]"
"[836, 221315.04724121094, 151990.365234375]"
"[837, 214900.2147216797, 149164.23950195312]"
"[838, 214433.98907470703, 150009.6762084961]"
"[839, 217091.73791503906, 150945.38540649414]"
"[840, 218278.47589111328, 153985.1444091797]"
"[841, 217622.52239990234, 148626.25512695312]"
"[842, 214019.98669433594, 148740.16094970703]"
"[843, 222856.63165283203, 152892.86602783203]"
"[844, 227730.77185058594, 160112.76593017578]"
"[845, 215343.7713623047, 149769.06869506836]"
"[846, 214850.09448242188, 150290.21771240234]"
"[847, 226579.6505126953, 158550.76544189453]"
"[848, 224141.3778076172, 152338.10903930664]"
"[849, 224673.08923339844, 156437.37371826172]"
"[850, 227393.474609375, 158682.0545654297]"
"[851, 218560.19091796875, 152083.68731689453]"
"[852, 217727.5630493164, 150430.15490722656]"
"[853, 219726.07946777344, 152106.39807128906]"
"[854, 221431.27410888672, 153794.83026123047]"
"[855, 223229.29516601562, 153701.35986328125]"
"[856, 216171.25262451172, 149644.56146240234]"
"[857, 219105.72528076172, 151490.6502685547]"
"[858, 234609.14477539062, 164256.33166503906]"
"[859, 222401.16217041016, 153237.60733032227]"
"[860, 226936.13836669922, 159844.65270996094]"
"[861, 221221.62072753906, 153078.11529541016]"
"[862, 217627.9365234375, 151567.4659423828]"
"[863, 215212.9031982422, 148934.6693725586]"
"[864, 221366.90435791016, 151728.734375]"
"[865, 218507.2094116211, 152446.8514404297]"
"[866, 229019.193359375, 159106.17205810547]"
"[867, 221964.80310058594, 156324.49322509766]"
"[868, 222131.80096435547, 151654.02978515625]"
"[869, 220028.49029541016, 150191.13861083984]"
"[870, 220905.5233154297, 156077.1594543457]"
"[871, 209935.4301147461, 147438.93908691406]"
"[872, 218632.16961669922, 149763.7095336914]"
"[873, 214951.59399414062, 148588.62310791016]"
"[874, 211941.18426513672, 146668.2735595703]"
"[875, 211009.06231689453, 145327.60565185547]"
"[876, 215560.45233154297, 149152.5439453125]"
"[877, 212471.62670898438, 147175.42245483398]"
"[878, 217015.98638916016, 150543.40203857422]"
"[879, 219331.3681640625, 150961.74639892578]"
"[880, 225406.05920410156, 157123.3602294922]"
"[881, 222125.25469970703, 153629.89349365234]"
"[882, 225037.76727294922, 155914.65002441406]"
"[883, 218798.92510986328, 151111.07803344727]"
"[884, 210451.09539794922, 143483.63995361328]"
"[885, 202910.36724853516, 141277.06903076172]"
"[886, 224107.3839111328, 154702.51873779297]"
"[887, 210002.3314819336, 144270.90090942383]"
"[888, 218928.5450439453, 151733.44366455078]"
"[889, 220165.47509765625, 152160.35021972656]"
"[890, 228078.08471679688, 161461.5604248047]"
"[891, 220484.29473876953, 152874.72467041016]"
"[892, 216169.55194091797, 151335.9458618164]"
"[893, 218171.65655517578, 150032.27111816406]"
"[894, 218695.9793701172, 151850.71298217773]"
"[895, 214357.7685546875, 149613.39337158203]"
"[896, 220284.59649658203, 153526.88940429688]"
"[897, 225474.5869140625, 155304.4345703125]"
"[898, 222999.54736328125, 155041.24932861328]"
"[899, 217996.91040039062, 148556.32873535156]"
"[900, 216006.81268310547, 151834.65606689453]"
"[901, 224094.47790527344, 154316.77111816406]"
"[902, 218270.8779296875, 150746.91064453125]"
"[903, 213803.33325195312, 148709.7543334961]"
"[904, 209986.11712646484, 145006.59814453125]"
"[905, 220660.91870117188, 152576.26016235352]"
"[906, 218865.7094116211, 152905.97714233398]"
"[907, 223138.67572021484, 153498.35650634766]"
"[908, 218689.70733642578, 151288.81854248047]"
"[909, 226374.11755371094, 157931.09121704102]"
"[910, 222694.2900390625, 156447.85473632812]"
"[911, 217927.73699951172, 153559.61962890625]"
"[912, 228494.3302001953, 158805.85485839844]"
"[913, 227499.81329345703, 155829.4105834961]"
"[914, 212320.99969482422, 146178.03536987305]"
"[915, 218667.52947998047, 153751.72854614258]"
"[916, 213368.14672851562, 147353.40789794922]"
"[917, 218833.86059570312, 151546.65698242188]"
"[918, 219309.71771240234, 150588.87557983398]"
"[919, 219922.0928955078, 153397.1714477539]"
"[920, 216659.00701904297, 149610.3685913086]"
"[921, 225727.25482177734, 154583.25842285156]"
"[922, 220486.15563964844, 155307.7471923828]"
"[923, 217708.67724609375, 150745.73345947266]"
"[924, 219555.55963134766, 153070.62567138672]"
"[925, 217751.00036621094, 150784.04595947266]"
"[926, 216044.33795166016, 148527.845703125]"
"[927, 225438.64587402344, 156980.12182617188]"
"[928, 218756.48474121094, 152181.51428222656]"
"[929, 223311.1488647461, 153231.81622314453]"
"[930, 212972.7479248047, 147438.74658203125]"
"[931, 227825.0841064453, 155759.43817138672]"
"[932, 226144.7099609375, 158898.05700683594]"
"[933, 215270.17291259766, 148627.8155517578]"
"[934, 228876.38787841797, 155977.4468383789]"
"[935, 218269.3228149414, 152776.12658691406]"
"[936, 223276.27899169922, 152652.39520263672]"
"[937, 218129.1710205078, 151764.0894165039]"
"[938, 220929.9663696289, 153995.78564453125]"
"[939, 218130.94372558594, 151403.61932373047]"
"[940, 218577.96453857422, 153990.21533203125]"
"[941, 215376.43243408203, 148833.29473876953]"
"[942, 220196.53973388672, 152416.9535522461]"
"[943, 230345.1629638672, 160311.5733642578]"
"[944, 214111.18127441406, 145805.82440185547]"
"[945, 219065.56256103516, 152108.6993408203]"
"[946, 221408.93041992188, 152308.54138183594]"
"[947, 222515.91046142578, 154419.35443115234]"
"[948, 211639.95587158203, 145293.09637451172]"
"[949, 217006.84838867188, 150943.0756225586]"
"[950, 221825.18475341797, 156739.9514465332]"
"[951, 212356.70208740234, 146498.89559936523]"
"[952, 226612.4515991211, 157680.03619384766]"
"[953, 220410.24365234375, 153297.41076660156]"
"[954, 228116.58367919922, 159110.36846923828]"
"[955, 218990.8344116211, 155016.7885131836]"
"[956, 219717.01501464844, 148569.7749633789]"
"[957, 222772.4048461914, 154547.89044189453]"
"[958, 212313.97235107422, 145928.08575439453]"
"[959, 225541.61846923828, 151012.5352783203]"
"[960, 222139.32733154297, 153847.5216064453]"
"[961, 221706.9330444336, 152658.8321533203]"
"[962, 223846.9813232422, 157259.6049194336]"
"[963, 223655.77893066406, 156086.8377685547]"
"[964, 205497.27801513672, 139895.32107543945]"
"[965, 221807.29064941406, 153385.1505126953]"
"[966, 222794.63604736328, 155839.41955566406]"
"[967, 218406.1919555664, 151422.68725585938]"
"[968, 221850.8452758789, 155022.9080810547]"
"[969, 209972.46905517578, 144828.8646850586]"
"[970, 227040.75762939453, 159646.72973632812]"
"[971, 220212.01306152344, 152814.71612548828]"
"[972, 221869.90069580078, 154544.29684448242]"
"[973, 209983.66986083984, 144576.90307617188]"
"[974, 217967.50469970703, 152418.87072753906]"
"[975, 221250.09118652344, 153294.79473876953]"
"[976, 222156.27734375, 154613.45248413086]"
"[977, 224973.90716552734, 155475.8989868164]"
"[978, 221096.755859375, 155072.67651367188]"
"[979, 231218.2314453125, 159919.48474121094]"
"[980, 215653.76580810547, 150159.6195678711]"
"[981, 215282.6128540039, 152066.28875732422]"
"[982, 215473.21630859375, 147670.44924926758]"
"[983, 215426.68341064453, 147817.77307128906]"
"[984, 210955.14819335938, 147026.7241821289]"
"[985, 217003.57189941406, 151624.72784423828]"
"[986, 226080.39624023438, 157262.966796875]"
"[987, 218273.61053466797, 152110.2091369629]"
"[988, 223502.04217529297, 154999.54412841797]"
"[989, 215303.6689453125, 149720.8764038086]"
"[990, 214210.17193603516, 150073.10681152344]"
"[991, 228725.6929321289, 158574.88772583008]"
"[992, 216793.2947998047, 153346.92837524414]"
"[993, 212421.89849853516, 149539.95315551758]"
"[994, 217808.43585205078, 151030.9819946289]"
"[995, 225180.58056640625, 157633.5601196289]"
"[996, 222725.72241210938, 153215.30908203125]"
"[997, 215909.07843017578, 151596.33557128906]"
"[998, 219300.72052001953, 149475.80834960938]"
"[999, 218636.01416015625, 151217.39221191406]"
