Epoch,Before Cost,After Cost
"[698, 302452.75, 213045.21875]"
"[699, 95160.8671875, 57885.046875]"
"[700, 149478.140625, 86208.78125]"
"[701, 146164.5625, 80180.78125]"
"[702, 222781.65625, 151982.15625]"
"[703, 208373.3125, 152574.203125]"
"[704, 122200.3984375, 78682.859375]"
"[705, 226510.890625, 138925.46875]"
"[706, 168672.34375, 118131.9765625]"
"[707, 244076.203125, 165956.828125]"
"[708, 180797.0, 134791.375]"
"[709, 199779.0625, 120979.4921875]"
"[710, 237348.15625, 160134.75]"
"[711, 234082.3125, 120697.5234375]"
"[712, 221230.59375, 126956.0625]"
"[713, 202238.59375, 142738.0]"
"[714, 154266.828125, 109594.3125]"
"[715, 223419.5625, 148010.609375]"
"[716, 160979.296875, 104381.1015625]"
"[717, 98994.6875, 56771.97265625]"
"[718, 108890.75, 79615.703125]"
"[719, 117655.03125, 77021.546875]"
"[720, 209117.0, 139435.28125]"
"[721, 326327.1875, 228424.28125]"
"[722, 161346.015625, 88121.375]"
"[723, 198317.125, 104557.8125]"
"[724, 192523.171875, 117552.8046875]"
"[725, 151086.328125, 90561.25]"
"[726, 204113.296875, 151894.609375]"
"[727, 180488.578125, 97234.921875]"
"[728, 211758.578125, 115225.6328125]"
"[729, 208095.859375, 156318.890625]"
"[730, 217127.234375, 144760.5625]"
"[731, 211390.8125, 143442.703125]"
"[732, 265911.21875, 165953.703125]"
"[733, 294926.375, 179186.609375]"
"[734, 160244.3125, 112432.078125]"
"[735, 156843.703125, 113201.1875]"
"[736, 211561.5, 145200.8125]"
"[737, 223494.546875, 128075.1640625]"
"[738, 212409.1875, 138416.09375]"
"[739, 197750.203125, 127434.546875]"
"[740, 228254.96875, 153003.5625]"
"[741, 196406.796875, 152072.828125]"
"[742, 213958.59375, 114693.1796875]"
"[743, 174494.109375, 122838.0703125]"
"[744, 193747.78125, 132666.8125]"
"[745, 187299.953125, 117324.2265625]"
"[746, 255625.140625, 205490.40625]"
"[747, 261379.09375, 141887.234375]"
"[748, 272263.5, 189855.09375]"
"[749, 252705.6875, 186886.609375]"
"[750, 275512.5625, 218608.609375]"
"[751, 227479.4375, 148088.703125]"
"[752, 173795.40625, 108376.4140625]"
"[753, 363560.75, 207961.84375]"
"[754, 246869.265625, 167705.546875]"
"[755, 241927.953125, 162882.703125]"
"[756, 140686.90625, 79627.3125]"
"[757, 186636.609375, 124184.7265625]"
"[758, 187247.453125, 116255.96875]"
"[759, 154517.21875, 93220.703125]"
"[760, 206942.4375, 117417.046875]"
"[761, 251446.0, 149717.640625]"
"[762, 314657.34375, 203368.125]"
"[763, 190620.296875, 119166.140625]"
"[764, 257775.75, 134700.84375]"
"[765, 185941.859375, 121496.3125]"
"[766, 162278.328125, 100912.078125]"
"[767, 284517.78125, 197985.0625]"
"[768, 111185.4296875, 68548.515625]"
"[769, 174921.25, 109103.765625]"
"[770, 143748.65625, 81043.2890625]"
"[771, 348165.90625, 249722.0625]"
"[772, 174625.078125, 105369.9765625]"
"[773, 198687.875, 160636.109375]"
"[774, 224306.03125, 151966.421875]"
"[775, 270882.1875, 199052.640625]"
"[776, 285596.46875, 193312.921875]"
"[777, 208574.078125, 127967.7421875]"
"[778, 141582.71875, 86741.125]"
"[779, 219615.734375, 141715.765625]"
"[780, 189360.109375, 139972.09375]"
"[781, 142776.359375, 69547.671875]"
"[782, 154517.21875, 91164.875]"
"[783, 228326.890625, 186758.03125]"
"[784, 227014.1875, 153931.078125]"
"[785, 233904.625, 154685.34375]"
"[786, 146430.28125, 86988.4296875]"
"[787, 146164.5625, 79998.78125]"
"[788, 146473.34375, 94570.9296875]"
"[789, 116812.7109375, 75528.609375]"
"[790, 201975.546875, 143237.40625]"
"[791, 296009.75, 226250.484375]"
"[792, 165088.953125, 102294.1015625]"
"[793, 206030.390625, 132942.78125]"
"[794, 202791.71875, 133497.375]"
"[795, 259896.859375, 177847.234375]"
"[796, 174097.53125, 97536.671875]"
"[797, 256772.15625, 148135.8125]"
"[798, 201255.140625, 152413.8125]"
"[799, 266568.96875, 160659.421875]"
"[800, 399188.78125, 290015.96875]"
"[801, 159852.78125, 123981.015625]"
"[802, 164883.75, 109023.1328125]"
"[803, 202484.5, 134199.6875]"
"[804, 182245.5625, 115969.8359375]"
"[805, 306221.6875, 204880.90625]"
"[806, 257941.296875, 168327.921875]"
"[807, 228002.359375, 146344.890625]"
"[808, 213192.359375, 136137.34375]"
"[809, 220768.40625, 140379.5]"
"[810, 272335.03125, 168490.953125]"
"[811, 163203.8125, 107992.3984375]"
"[812, 241515.984375, 134227.6875]"
"[813, 210241.28125, 132862.140625]"
"[814, 207794.640625, 156935.34375]"
"[815, 172361.265625, 127837.90625]"
"[816, 214115.234375, 119762.1953125]"
"[817, 369624.34375, 276896.875]"
"[818, 288413.59375, 164078.140625]"
"[819, 204700.296875, 143602.5625]"
"[820, 115640.2109375, 77516.4765625]"
"[821, 174494.109375, 122523.546875]"
"[822, 167319.984375, 113591.1796875]"
"[823, 294803.125, 164581.53125]"
"[824, 214056.0, 129367.375]"
"[825, 135369.625, 94937.5234375]"
"[826, 183374.1875, 149245.5]"
"[827, 161230.65625, 99125.0]"
"[828, 203603.90625, 127239.609375]"
"[829, 168377.984375, 98638.453125]"
"[830, 160367.03125, 119130.2578125]"
"[831, 220608.84375, 149742.03125]"
"[832, 216893.328125, 118119.5703125]"
"[833, 343089.375, 221754.03125]"
"[834, 177574.21875, 132937.5625]"
"[835, 244321.4375, 157847.75]"
"[836, 164597.5, 92345.4140625]"
"[837, 176760.65625, 130687.7109375]"
"[838, 264951.6875, 180987.34375]"
"[839, 186213.8125, 138177.625]"
"[840, 296145.4375, 191041.25]"
"[841, 240308.765625, 141279.5]"
"[842, 209996.25, 161923.171875]"
"[843, 243923.5625, 184967.171875]"
"[844, 164826.453125, 98567.703125]"
"[845, 227488.203125, 126691.59375]"
"[846, 266243.3125, 178065.625]"
"[847, 252228.21875, 155378.765625]"
"[848, 185348.21875, 128518.953125]"
"[849, 165165.515625, 113058.2734375]"
"[850, 213301.9375, 145450.09375]"
"[851, 193913.453125, 115951.421875]"
"[852, 145796.0625, 105684.9453125]"
"[853, 179106.703125, 114661.0859375]"
"[854, 187117.53125, 120602.5859375]"
"[855, 169838.609375, 119357.4375]"
"[856, 301375.4375, 208288.921875]"
"[857, 252541.59375, 165037.75]"
"[858, 156022.640625, 83935.2890625]"
"[859, 385799.0625, 268491.4375]"
"[860, 241927.953125, 160553.234375]"
"[861, 220094.46875, 134269.140625]"
"[862, 242487.046875, 173436.390625]"
"[863, 291038.96875, 207625.921875]"
"[864, 110781.78125, 60010.3828125]"
"[865, 197400.1875, 135939.65625]"
"[866, 201521.984375, 101036.578125]"
"[867, 190762.328125, 136027.25]"
"[868, 182245.5625, 115255.5234375]"
"[869, 160307.3125, 99150.5703125]"
"[870, 192457.828125, 138327.40625]"
"[871, 192974.453125, 113490.0234375]"
"[872, 261379.09375, 147583.703125]"
"[873, 183805.953125, 102053.7890625]"
"[874, 150234.078125, 90888.09375]"
"[875, 246784.796875, 167824.359375]"
"[876, 211210.25, 136514.53125]"
"[877, 170532.109375, 107205.828125]"
"[878, 172673.578125, 87516.3515625]"
"[879, 207897.53125, 133326.5]"
"[880, 206889.796875, 124852.1953125]"
"[881, 195166.90625, 108335.453125]"
"[882, 216495.828125, 121938.9453125]"
"[883, 272204.875, 191313.859375]"
"[884, 142340.96875, 87044.5546875]"
"[885, 178211.359375, 111760.96875]"
"[886, 286541.4375, 191199.765625]"
"[887, 138142.03125, 81917.3125]"
"[888, 250708.0625, 147065.25]"
"[889, 143427.65625, 74620.90625]"
"[890, 216042.609375, 142940.765625]"
"[891, 243980.890625, 163972.828125]"
"[892, 266243.3125, 177287.421875]"
"[893, 313773.125, 202946.015625]"
"[894, 225450.109375, 159292.421875]"
"[895, 141030.421875, 86247.3828125]"
"[896, 200286.03125, 129496.328125]"
"[897, 148203.328125, 101013.6171875]"
"[898, 117655.03125, 78559.7109375]"
"[899, 337991.53125, 202479.046875]"
"[900, 323036.8125, 214099.71875]"
"[901, 224558.125, 166391.46875]"
"[902, 152535.25, 95578.828125]"
"[903, 250931.40625, 193876.5625]"
"[904, 237348.15625, 162714.0]"
"[905, 261036.265625, 175792.390625]"
"[906, 268332.53125, 166413.75]"
"[907, 264550.15625, 146892.421875]"
"[908, 194572.421875, 132192.796875]"
"[909, 304545.78125, 188383.5625]"
"[910, 129656.921875, 102622.1171875]"
"[911, 226510.890625, 139861.015625]"
"[912, 262597.84375, 183512.09375]"
"[913, 174119.65625, 109503.125]"
"[914, 251763.6875, 189817.015625]"
"[915, 282821.3125, 167696.265625]"
"[916, 237000.296875, 106715.671875]"
"[917, 214651.640625, 139412.1875]"
"[918, 189012.625, 138825.8125]"
"[919, 307248.09375, 224100.59375]"
"[920, 252541.59375, 164084.828125]"
"[921, 240431.078125, 168527.109375]"
"[922, 150471.625, 101832.0546875]"
"[923, 266257.875, 162351.25]"
"[924, 233487.25, 133146.734375]"
"[925, 186293.5625, 122301.953125]"
"[926, 256843.953125, 145905.375]"
"[927, 264121.4375, 144900.171875]"
"[928, 227608.84375, 117024.8046875]"
"[929, 266243.3125, 175498.71875]"
"[930, 204113.296875, 146293.875]"
"[931, 247853.78125, 156762.40625]"
"[932, 191527.921875, 117131.2421875]"
"[933, 333502.375, 214198.765625]"
"[934, 342261.34375, 223291.390625]"
"[935, 217307.65625, 130914.1796875]"
"[936, 197750.203125, 129670.375]"
"[937, 239717.21875, 188813.03125]"
"[938, 172808.8125, 103665.90625]"
"[939, 249719.921875, 159196.671875]"
"[940, 200227.296875, 136065.171875]"
"[941, 136184.5625, 82553.46875]"
"[942, 186778.0625, 116995.234375]"
"[943, 147763.484375, 86532.5703125]"
"[944, 277057.1875, 194375.265625]"
"[945, 192991.96875, 124215.3046875]"
"[946, 218496.5625, 169087.9375]"
"[947, 255574.984375, 153878.6875]"
"[948, 207335.28125, 111523.84375]"
"[949, 212413.515625, 161053.609375]"
"[950, 148266.09375, 100701.0390625]"
"[951, 149730.25, 91844.8046875]"
"[952, 160567.65625, 112098.7109375]"
"[953, 110203.5390625, 69855.390625]"
"[954, 259457.25, 178667.78125]"
"[955, 183706.78125, 113839.5546875]"
"[956, 197350.15625, 124989.15625]"
"[957, 183879.109375, 118037.453125]"
"[958, 169753.671875, 120730.796875]"
"[959, 191240.84375, 115993.6328125]"
"[960, 280678.0625, 203944.34375]"
"[961, 220947.3125, 139401.84375]"
"[962, 251150.5, 159430.375]"
"[963, 190717.34375, 158882.53125]"
"[964, 191801.34375, 127979.96875]"
"[965, 157203.421875, 109989.890625]"
"[966, 191116.0625, 118338.609375]"
"[967, 276045.9375, 188397.96875]"
"[968, 219341.53125, 141070.296875]"
"[969, 320426.375, 241614.15625]"
"[970, 239422.296875, 150306.625]"
"[971, 146276.09375, 106139.453125]"
"[972, 144884.65625, 104789.765625]"
"[973, 222712.390625, 129547.0]"
"[974, 223541.125, 154076.859375]"
"[975, 296007.0625, 255873.828125]"
"[976, 279904.375, 180904.203125]"
"[977, 215535.34375, 161246.46875]"
"[978, 186911.0, 141292.828125]"
"[979, 200396.5625, 129148.375]"
"[980, 148891.65625, 105125.8046875]"
"[981, 236437.25, 165303.15625]"
"[982, 208525.5, 145667.84375]"
"[983, 224597.546875, 145711.71875]"
"[984, 280618.53125, 183730.921875]"
"[985, 232224.5625, 170794.625]"
"[986, 294759.0625, 216783.484375]"
"[987, 260431.375, 166699.75]"
"[988, 222712.390625, 129699.0]"
"[989, 184696.625, 122525.75]"
"[990, 107807.2265625, 65625.65625]"
"[991, 246733.875, 183288.265625]"
"[992, 183744.59375, 123717.765625]"
"[993, 261009.53125, 166474.3125]"
"[994, 110073.859375, 79685.71875]"
"[995, 243383.328125, 142620.796875]"
"[996, 304711.375, 195787.890625]"
"[997, 256104.75, 162344.15625]"
"[998, 139508.84375, 92198.8046875]"
"[999, 197400.1875, 137694.5]"
Epoch,Before Cost,After Cost
"[0, 148770.046875, 87617.4609375]"
"[1, 177281.40625, 128168.484375]"
"[2, 206430.640625, 133016.15625]"
"[3, 237221.953125, 146217.8125]"
"[4, 193283.5625, 137151.5]"
"[5, 195154.34375, 95799.6171875]"
"[6, 264655.40625, 196156.203125]"
"[7, 191272.703125, 153601.5]"
"[8, 255572.1875, 183295.625]"
"[9, 233524.6875, 145235.1875]"
"[10, 227434.6875, 136870.078125]"
"[11, 251193.53125, 140600.765625]"
"[12, 218836.296875, 155985.671875]"
"[13, 207127.4375, 121904.40625]"
"[14, 286688.3125, 162594.015625]"
"[15, 162242.0625, 106972.8046875]"
"[16, 166784.859375, 118556.1484375]"
"[17, 195446.625, 132561.765625]"
"[18, 154402.75, 96765.28125]"
"[19, 274451.8125, 174257.765625]"
"[20, 287367.0, 172862.171875]"
"[21, 289825.125, 205809.890625]"
"[22, 298315.34375, 208626.796875]"
"[23, 210618.203125, 141588.75]"
"[24, 161687.34375, 98220.1875]"
"[25, 264338.59375, 180202.015625]"
"[26, 250910.875, 144772.5625]"
"[27, 220082.84375, 126426.21875]"
"[28, 264089.5625, 150427.015625]"
"[29, 244675.171875, 167827.375]"
"[30, 198068.9375, 99398.0390625]"
"[31, 306029.4375, 199551.671875]"
"[32, 202075.8125, 137719.96875]"
"[33, 235702.78125, 157328.125]"
"[34, 122200.3984375, 79566.8984375]"
"[35, 192281.125, 141632.71875]"
"[36, 245597.1875, 151987.8125]"
"[37, 231965.984375, 149215.890625]"
"[38, 168179.203125, 122957.5859375]"
"[39, 143908.125, 89450.2578125]"
"[40, 213958.59375, 114366.921875]"
"[41, 181533.46875, 122060.7109375]"
"[42, 171916.09375, 100343.0546875]"
"[43, 296145.4375, 191041.21875]"
"[44, 215767.015625, 141887.53125]"
"[45, 191459.53125, 131723.09375]"
"[46, 161107.484375, 115349.4765625]"
"[47, 141642.0625, 77687.2109375]"
"[48, 192276.0, 126688.484375]"
"[49, 287086.65625, 208232.734375]"
"[50, 197591.25, 129085.1953125]"
"[51, 281718.84375, 167557.71875]"
"[52, 133139.625, 83501.0390625]"
"[53, 161246.96875, 95818.828125]"
"[54, 272841.90625, 189926.609375]"
"[55, 126166.65625, 67255.75]"
"[56, 219352.265625, 116534.1875]"
"[57, 191465.203125, 130982.125]"
"[58, 210082.734375, 138999.453125]"
"[59, 264801.03125, 191138.171875]"
"[60, 209626.0, 164231.53125]"
"[61, 230206.03125, 147371.765625]"
"[62, 204057.9375, 134482.078125]"
"[63, 287367.0, 173238.65625]"
"[64, 137879.953125, 90553.90625]"
"[65, 240090.171875, 160908.78125]"
"[66, 229559.765625, 125801.2578125]"
"[67, 269184.4375, 169421.515625]"
"[68, 192993.40625, 127405.4921875]"
"[69, 250722.328125, 164517.5]"
"[70, 156736.234375, 94028.3046875]"
"[71, 263936.5625, 177996.859375]"
"[72, 337560.84375, 212160.328125]"
"[73, 120432.7421875, 72031.0859375]"
"[74, 244521.890625, 173427.65625]"
"[75, 157956.484375, 98289.5078125]"
"[76, 212897.46875, 131042.7109375]"
"[77, 261902.375, 180121.90625]"
"[78, 312904.34375, 215007.6875]"
"[79, 222211.609375, 143212.6875]"
"[80, 262285.1875, 133373.953125]"
"[81, 268756.0625, 176402.515625]"
"[82, 205380.46875, 156711.90625]"
"[83, 354411.4375, 256356.4375]"
"[84, 260882.703125, 164352.234375]"
"[85, 242850.1875, 167000.21875]"
"[86, 193609.34375, 142420.78125]"
"[87, 310049.875, 190483.65625]"
"[88, 290328.375, 187456.96875]"
"[89, 117240.6953125, 82568.3984375]"
"[90, 217846.09375, 146939.125]"
"[91, 190306.171875, 126982.265625]"
"[92, 174921.25, 111409.0703125]"
"[93, 249146.140625, 150462.46875]"
"[94, 162242.0625, 106853.0546875]"
"[95, 251352.75, 182529.234375]"
"[96, 140784.84375, 78166.453125]"
"[97, 215850.515625, 144245.328125]"
"[98, 324487.96875, 238194.359375]"
"[99, 182001.9375, 130851.5859375]"
"[100, 264801.03125, 189561.3125]"
"[101, 217087.625, 137797.0]"
"[102, 179106.703125, 114523.4140625]"
"[103, 225249.625, 139294.40625]"
"[104, 361698.25, 196933.78125]"
"[105, 264801.03125, 189561.328125]"
"[106, 177981.875, 125607.0859375]"
"[107, 174032.8125, 113097.3984375]"
"[108, 146386.3125, 85388.3515625]"
"[109, 292444.6875, 172702.484375]"
"[110, 245818.484375, 168624.796875]"
"[111, 333139.03125, 186785.296875]"
"[112, 133883.03125, 83928.84375]"
"[113, 284457.1875, 240218.34375]"
"[114, 198827.640625, 146216.421875]"
"[115, 233035.234375, 155906.953125]"
"[116, 206748.796875, 119562.0390625]"
"[117, 156656.21875, 113224.8984375]"
"[118, 218819.40625, 143128.46875]"
"[119, 134866.9375, 71920.6171875]"
"[120, 238361.9375, 123970.8984375]"
"[121, 182150.484375, 115413.8203125]"
"[122, 198608.0625, 103974.4921875]"
"[123, 171980.40625, 123953.7265625]"
"[124, 206430.640625, 133016.15625]"
"[125, 148458.28125, 77990.71875]"
"[126, 249462.90625, 155670.703125]"
"[127, 182951.21875, 127200.515625]"
"[128, 322847.625, 237625.765625]"
"[129, 183603.921875, 114520.828125]"
"[130, 108689.96875, 65679.984375]"
"[131, 229200.125, 162892.84375]"
"[132, 325165.125, 211119.3125]"
"[133, 210596.0625, 98846.203125]"
"[134, 123355.359375, 73369.6640625]"
"[135, 269921.78125, 174951.953125]"
"[136, 199951.484375, 150289.921875]"
"[137, 289081.53125, 180653.28125]"
"[138, 324327.125, 204580.40625]"
"[139, 265911.21875, 163151.265625]"
"[140, 198328.640625, 134765.75]"
"[141, 282821.3125, 167698.28125]"
"[142, 221182.15625, 148271.59375]"
"[143, 256843.953125, 152003.828125]"
"[144, 243974.546875, 166275.84375]"
"[145, 250459.53125, 172111.203125]"
"[146, 186670.515625, 126243.734375]"
"[147, 195381.71875, 110327.671875]"
"[148, 187940.640625, 108427.0703125]"
"[149, 260783.71875, 176751.984375]"
"[150, 205189.65625, 118071.546875]"
"[151, 213958.59375, 114038.0546875]"
"[152, 146430.28125, 88533.9375]"
"[153, 224814.90625, 120629.984375]"
"[154, 232919.15625, 177692.53125]"
"[155, 227041.015625, 164146.5]"
"[156, 219341.53125, 140956.59375]"
"[157, 151498.765625, 81745.8125]"
"[158, 239997.59375, 145683.28125]"
"[159, 229409.875, 169580.65625]"
"[160, 207240.21875, 159181.078125]"
"[161, 163444.296875, 115571.078125]"
"[162, 293654.8125, 192748.203125]"
"[163, 264945.0625, 164720.203125]"
"[164, 132423.65625, 88921.5234375]"
"[165, 177559.875, 138788.125]"
"[166, 219851.828125, 150419.765625]"
"[167, 156900.75, 86405.7109375]"
"[168, 236432.28125, 163129.578125]"
"[169, 263182.90625, 165866.40625]"
"[170, 184383.421875, 142776.75]"
"[171, 198608.0625, 103993.875]"
"[172, 281718.84375, 164993.703125]"
"[173, 120270.015625, 78034.9140625]"
"[174, 281540.75, 169334.484375]"
"[175, 111588.25, 67184.953125]"
"[176, 198068.9375, 99097.1171875]"
"[177, 210429.0, 141998.78125]"
"[178, 192655.1875, 113825.7578125]"
"[179, 259222.5, 149609.328125]"
"[180, 128896.953125, 82804.53125]"
"[181, 210429.0, 141940.78125]"
"[182, 281684.59375, 184569.90625]"
"[183, 219852.390625, 147617.25]"
"[184, 285596.46875, 198462.78125]"
"[185, 290677.375, 189220.46875]"
"[186, 255372.984375, 178397.359375]"
"[187, 148965.59375, 107120.796875]"
"[188, 212976.515625, 141507.625]"
"[189, 162434.90625, 92769.5078125]"
"[190, 219343.484375, 142463.40625]"
"[191, 279574.4375, 195488.296875]"
"[192, 191758.75, 112680.3515625]"
"[193, 230158.53125, 134500.9375]"
"[194, 136772.609375, 67025.171875]"
"[195, 198711.296875, 110893.2890625]"
"[196, 264707.46875, 215023.984375]"
"[197, 158278.015625, 101688.6015625]"
"[198, 257694.546875, 187042.5625]"
"[199, 277584.8125, 146976.71875]"
"[200, 264121.4375, 144874.09375]"
"[201, 181209.265625, 106237.15625]"
"[202, 232224.5625, 170121.796875]"
"[203, 196047.125, 124254.6328125]"
"[204, 143748.65625, 80692.75]"
"[205, 157459.75, 89494.75]"
"[206, 183456.640625, 90855.625]"
"[207, 228583.09375, 122047.5390625]"
"[208, 284457.1875, 240190.34375]"
"[209, 254042.859375, 184019.21875]"
"[210, 244520.421875, 163350.0625]"
"[211, 334436.875, 244088.0]"
"[212, 332354.59375, 203873.421875]"
"[213, 284052.28125, 197602.125]"
"[214, 225676.359375, 154633.03125]"
"[215, 232280.0, 165227.203125]"
"[216, 253212.828125, 159261.90625]"
"[217, 225249.625, 139234.4375]"
"[218, 272510.9375, 158820.703125]"
"[219, 239279.140625, 131680.53125]"
"[220, 223369.390625, 140827.125]"
"[221, 197412.9375, 104931.8125]"
"[222, 227908.765625, 167684.25]"
"[223, 177574.21875, 135866.25]"
"[224, 141697.0, 92535.0234375]"
"[225, 216042.609375, 139960.546875]"
"[226, 195191.125, 130125.828125]"
"[227, 255893.96875, 178061.859375]"
"[228, 232072.421875, 148434.0625]"
"[229, 255893.96875, 178123.84375]"
"[230, 242307.03125, 159944.703125]"
"[231, 154935.265625, 117131.4375]"
"[232, 217934.21875, 156602.640625]"
"[233, 223038.40625, 146210.03125]"
"[234, 263935.3125, 167583.265625]"
"[235, 273975.4375, 163597.796875]"
"[236, 168138.109375, 105140.890625]"
"[237, 179265.28125, 98069.2421875]"
"[238, 167753.796875, 105268.15625]"
"[239, 321750.5, 208966.765625]"
"[240, 276328.53125, 179708.921875]"
"[241, 218220.640625, 123504.53125]"
"[242, 285351.59375, 178888.140625]"
"[243, 286590.625, 181475.828125]"
"[244, 162434.90625, 92726.6484375]"
"[245, 218653.640625, 135033.703125]"
"[246, 139179.25, 67903.546875]"
"[247, 126463.328125, 62931.3828125]"
"[248, 211464.828125, 146913.25]"
"[249, 253506.28125, 174610.09375]"
"[250, 137451.71875, 94801.515625]"
"[251, 187335.09375, 97300.6875]"
"[252, 185189.78125, 126827.5546875]"
"[253, 276523.40625, 185566.296875]"
"[254, 106170.9140625, 57809.296875]"
"[255, 304544.03125, 211810.53125]"
"[256, 208313.71875, 171885.359375]"
"[257, 228869.125, 158499.421875]"
"[258, 237348.15625, 159337.234375]"
"[259, 234703.1875, 185945.8125]"
"[260, 201521.984375, 101159.578125]"
"[261, 133621.75, 68439.671875]"
"[262, 292608.625, 203020.078125]"
"[263, 228527.4375, 148051.359375]"
"[264, 109814.109375, 63976.40625]"
"[265, 230495.390625, 154944.453125]"
"[266, 265471.0625, 165544.828125]"
"[267, 386775.875, 244238.28125]"
"[268, 300376.875, 163902.984375]"
"[269, 270540.78125, 206602.4375]"
"[270, 220947.3125, 140903.65625]"
"[271, 143976.828125, 88430.7109375]"
"[272, 165850.5, 113048.015625]"
"[273, 301520.25, 194976.25]"
"[274, 267320.0, 182445.171875]"
"[275, 234883.09375, 189602.6875]"
"[276, 218653.640625, 137038.84375]"
"[277, 154517.21875, 91160.8671875]"
"[278, 154402.75, 98426.671875]"
"[279, 199769.453125, 119626.0234375]"
"[280, 193561.8125, 131128.875]"
"[281, 317665.96875, 205205.265625]"
"[282, 234883.09375, 187346.265625]"
"[283, 135040.171875, 86236.1640625]"
"[284, 98994.6875, 56812.9765625]"
"[285, 218172.671875, 184167.078125]"
"[286, 168778.90625, 106833.953125]"
"[287, 277057.1875, 194495.28125]"
"[288, 222757.171875, 143820.5625]"
"[289, 160796.234375, 108815.9765625]"
"[290, 263441.3125, 150913.0625]"
"[291, 208900.09375, 147588.171875]"
"[292, 134929.25, 76865.0859375]"
"[293, 231999.640625, 143700.875]"
"[294, 220813.921875, 142231.046875]"
"[295, 204968.296875, 142500.34375]"
"[296, 285013.625, 187438.84375]"
"[297, 216368.46875, 124087.984375]"
"[298, 228477.703125, 169547.5625]"
"[299, 272688.5625, 195685.953125]"
"[300, 123020.5546875, 63478.2265625]"
"[301, 272007.96875, 182554.171875]"
"[302, 197750.203125, 127167.546875]"
"[303, 277959.625, 142893.71875]"
"[304, 192974.453125, 113510.03125]"
"[305, 184642.046875, 127446.03125]"
"[306, 261866.09375, 174478.109375]"
"[307, 145419.234375, 77984.65625]"
"[308, 254164.171875, 162826.390625]"
"[309, 214542.109375, 147859.765625]"
"[310, 134423.6875, 87254.1796875]"
"[311, 284457.1875, 240284.078125]"
"[312, 228325.609375, 150503.921875]"
"[313, 192276.0, 126884.28125]"
"[314, 279028.3125, 159815.71875]"
"[315, 170830.640625, 104081.140625]"
"[316, 202238.59375, 142812.015625]"
"[317, 247303.171875, 123562.40625]"
"[318, 179566.640625, 118319.984375]"
"[319, 203451.6875, 127460.53125]"
"[320, 197466.90625, 109977.0390625]"
"[321, 251911.265625, 193440.015625]"
"[322, 343089.375, 221742.03125]"
"[323, 196032.234375, 134415.65625]"
"[324, 224623.046875, 155958.859375]"
"[325, 231487.84375, 161113.03125]"
"[326, 147283.484375, 87071.0234375]"
"[327, 113924.8984375, 74130.2734375]"
"[328, 291417.4375, 172602.0625]"
"[329, 174406.15625, 106177.46875]"
"[330, 149412.515625, 110896.2109375]"
"[331, 237882.734375, 153994.375]"
"[332, 227987.09375, 118384.6875]"
"[333, 261262.5625, 162022.375]"
"[334, 234703.1875, 183790.71875]"
"[335, 175209.34375, 107182.34375]"
"[336, 278423.40625, 158506.28125]"
"[337, 265384.53125, 169384.296875]"
"[338, 141642.0625, 78082.2578125]"
"[339, 214343.25, 126789.515625]"
"[340, 279022.5625, 174771.5625]"
"[341, 255152.546875, 167127.4375]"
"[342, 231394.78125, 145296.5625]"
"[343, 266633.34375, 205434.171875]"
"[344, 293791.8125, 180371.25]"
"[345, 187397.828125, 138001.40625]"
"[346, 162035.578125, 84329.109375]"
"[347, 354411.4375, 256373.453125]"
"[348, 271217.09375, 182350.71875]"
"[349, 193272.0625, 102197.2109375]"
"[350, 123320.828125, 87298.15625]"
"[351, 256746.84375, 152714.578125]"
"[352, 294728.875, 202908.8125]"
"[353, 148849.78125, 63617.359375]"
"[354, 238114.65625, 170795.921875]"
"[355, 264121.4375, 145466.921875]"
"[356, 225450.109375, 159291.40625]"
"[357, 395340.375, 290040.5]"
"[358, 177471.828125, 107265.1875]"
"[359, 158802.390625, 112195.484375]"
"[360, 189270.625, 121744.1328125]"
"[361, 228022.578125, 135876.46875]"
"[362, 196032.234375, 132614.25]"
"[363, 194092.328125, 123995.890625]"
"[364, 197631.453125, 125911.734375]"
"[365, 248122.453125, 139700.25]"
"[366, 276045.9375, 188397.984375]"
"[367, 242546.984375, 138588.265625]"
"[368, 211014.015625, 133807.5625]"
"[369, 151430.953125, 78019.390625]"
"[370, 216893.328125, 118100.125]"
"[371, 165172.328125, 111122.8203125]"
"[372, 267021.6875, 175996.953125]"
"[373, 363918.0625, 231390.90625]"
"[374, 164973.5625, 104980.734375]"
"[375, 167090.3125, 122745.1640625]"
"[376, 207128.796875, 150241.765625]"
"[377, 195213.796875, 116905.734375]"
"[378, 245516.984375, 181375.375]"
"[379, 269184.4375, 169443.515625]"
"[380, 258705.109375, 187591.546875]"
"[381, 257412.171875, 158938.859375]"
"[382, 255618.71875, 160138.8125]"
"[383, 117571.328125, 82452.6875]"
"[384, 295303.78125, 208168.578125]"
"[385, 163947.515625, 74686.4453125]"
"[386, 188077.109375, 114131.8671875]"
"[387, 212976.515625, 143706.953125]"
"[388, 143976.828125, 88636.0703125]"
"[389, 206355.078125, 153337.71875]"
"[390, 223584.84375, 121275.0390625]"
"[391, 395067.875, 310577.625]"
"[392, 141030.421875, 87130.96875]"
"[393, 143271.25, 85842.578125]"
"[394, 215731.234375, 150424.078125]"
"[395, 145797.890625, 79761.359375]"
"[396, 200207.203125, 124431.234375]"
"[397, 206030.390625, 132290.78125]"
