Epoch,Before Cost,After Cost
"[398, 325165.125, 200853.1875]"
"[399, 179647.109375, 116351.1875]"
"[400, 217262.90625, 138490.9375]"
"[401, 235486.59375, 139079.8125]"
"[402, 224623.046875, 156045.28125]"
"[403, 197576.78125, 104859.2890625]"
"[404, 154531.75, 101709.53125]"
"[405, 232531.140625, 160994.46875]"
"[406, 161185.125, 92989.3125]"
"[407, 277584.8125, 148550.15625]"
"[408, 247203.1875, 147466.4375]"
"[409, 206942.4375, 113620.0078125]"
"[410, 200227.296875, 137317.1875]"
"[411, 231477.734375, 144719.75]"
"[412, 213417.21875, 141858.078125]"
"[413, 313773.125, 206086.5]"
"[414, 260431.375, 165112.53125]"
"[415, 271423.90625, 179010.34375]"
"[416, 225498.59375, 166381.984375]"
"[417, 179460.359375, 103425.390625]"
"[418, 175952.75, 130092.171875]"
"[419, 243180.375, 151861.875]"
"[420, 169710.21875, 120372.6484375]"
"[421, 258236.25, 167599.9375]"
"[422, 192991.96875, 126228.3046875]"
"[423, 263182.90625, 167688.125]"
"[424, 200627.625, 134018.46875]"
"[425, 286282.4375, 193730.03125]"
"[426, 221799.40625, 139006.71875]"
"[427, 170738.84375, 92929.7578125]"
"[428, 156022.640625, 83946.6875]"
"[429, 152850.28125, 113941.625]"
"[430, 316871.0, 222805.65625]"
"[431, 201975.546875, 144388.171875]"
"[432, 208525.5, 147465.59375]"
"[433, 226314.25, 155017.46875]"
"[434, 256937.484375, 155996.046875]"
"[435, 193068.125, 103659.828125]"
"[436, 183374.1875, 144214.53125]"
"[437, 285681.65625, 232226.046875]"
"[438, 189897.765625, 130797.9765625]"
"[439, 208373.3125, 150714.4375]"
"[440, 332344.5, 215777.859375]"
"[441, 214651.640625, 139354.453125]"
"[442, 155453.890625, 99298.7578125]"
"[443, 217220.78125, 157237.5625]"
"[444, 257267.578125, 205187.6875]"
"[445, 235227.671875, 171781.71875]"
"[446, 146386.3125, 85417.359375]"
"[447, 250499.75, 174285.125]"
"[448, 145311.265625, 94999.7265625]"
"[449, 395067.875, 310577.59375]"
"[450, 198687.875, 160416.0625]"
"[451, 137261.03125, 78851.796875]"
"[452, 351745.28125, 265984.25]"
"[453, 242850.1875, 171418.9375]"
"[454, 221208.265625, 153980.65625]"
"[455, 196426.390625, 133289.6875]"
"[456, 174813.703125, 133854.21875]"
"[457, 230255.59375, 119565.65625]"
"[458, 283952.59375, 174025.140625]"
"[459, 255423.84375, 173042.40625]"
"[460, 254305.828125, 172089.046875]"
"[461, 241860.21875, 141437.09375]"
"[462, 227369.125, 162259.75]"
"[463, 314475.53125, 210268.484375]"
"[464, 237616.3125, 139912.0625]"
"[465, 193880.203125, 125329.78125]"
"[466, 264629.5, 177029.453125]"
"[467, 239178.546875, 192478.625]"
"[468, 298100.65625, 241843.40625]"
"[469, 242488.421875, 170720.71875]"
"[470, 192993.40625, 128831.7890625]"
"[471, 363918.0625, 232567.296875]"
"[472, 252767.421875, 164647.40625]"
"[473, 304638.59375, 178288.59375]"
"[474, 124756.1875, 80305.2890625]"
"[475, 304543.25, 249493.3125]"
"[476, 273359.0625, 208019.1875]"
"[477, 225558.625, 126753.0234375]"
"[478, 238114.65625, 172542.5625]"
"[479, 245557.421875, 144906.71875]"
"[480, 91191.0234375, 71254.390625]"
"[481, 224057.0625, 171747.90625]"
"[482, 207485.5625, 104120.1875]"
"[483, 253225.875, 150866.21875]"
"[484, 198354.671875, 126914.5234375]"
"[485, 164951.328125, 110760.921875]"
"[486, 296884.0, 212708.421875]"
"[487, 144620.0, 97638.3125]"
"[488, 296145.4375, 191041.265625]"
"[489, 141238.078125, 111156.2265625]"
"[490, 145311.265625, 95075.7265625]"
"[491, 217720.53125, 150276.046875]"
"[492, 188259.828125, 125827.921875]"
"[493, 267270.5625, 191672.609375]"
"[494, 236425.546875, 130588.8984375]"
"[495, 254337.5625, 140121.9375]"
"[496, 159570.828125, 121140.1953125]"
"[497, 226291.90625, 166653.90625]"
"[498, 255152.546875, 167370.03125]"
"[499, 193159.5625, 120417.671875]"
"[500, 186625.203125, 121083.734375]"
"[501, 147866.875, 94370.3984375]"
"[502, 205404.09375, 113115.3125]"
"[503, 221799.40625, 138855.1875]"
"[504, 212990.953125, 134815.890625]"
"[505, 186902.890625, 139249.5625]"
"[506, 253853.484375, 164407.609375]"
"[507, 124643.3984375, 70414.8984375]"
"[508, 204452.03125, 126397.3359375]"
"[509, 267021.6875, 174235.609375]"
"[510, 188485.484375, 107359.9921875]"
"[511, 211561.5, 144301.78125]"
"[512, 195019.25, 126602.609375]"
"[513, 228254.96875, 157981.59375]"
"[514, 171862.375, 90657.1171875]"
"[515, 208652.46875, 126244.640625]"
"[516, 211372.796875, 148741.09375]"
"[517, 250011.109375, 176944.703125]"
"[518, 252032.890625, 159355.34375]"
"[519, 232280.0, 166552.796875]"
"[520, 218836.296875, 156595.875]"
"[521, 284574.8125, 185451.0625]"
"[522, 353907.46875, 195590.171875]"
"[523, 237221.953125, 146252.34375]"
"[524, 270049.375, 200098.75]"
"[525, 220651.015625, 131297.3125]"
"[526, 193019.1875, 129188.4453125]"
"[527, 207392.484375, 129995.5078125]"
"[528, 255133.484375, 158788.453125]"
"[529, 210596.640625, 177711.1875]"
"[530, 309103.65625, 207665.796875]"
"[531, 288652.84375, 200638.65625]"
"[532, 256436.4375, 163052.234375]"
"[533, 306665.4375, 253669.65625]"
"[534, 135295.109375, 90479.484375]"
"[535, 242448.5, 173016.28125]"
"[536, 307636.125, 229992.125]"
"[537, 277161.8125, 185972.828125]"
"[538, 132960.4375, 78933.484375]"
"[539, 146266.6875, 101053.6328125]"
"[540, 151968.0, 102139.0859375]"
"[541, 217650.53125, 116616.484375]"
"[542, 187299.953125, 117243.2265625]"
"[543, 228139.09375, 145565.1875]"
"[544, 254668.171875, 171752.1875]"
"[545, 140784.84375, 78228.4453125]"
"[546, 180601.234375, 117412.9140625]"
"[547, 228561.375, 158217.734375]"
"[548, 241343.15625, 160078.40625]"
"[549, 223506.6875, 145914.125]"
"[550, 175640.734375, 117020.7109375]"
"[551, 164693.046875, 102018.7578125]"
"[552, 190908.765625, 115788.84375]"
"[553, 184383.421875, 142914.609375]"
"[554, 133661.59375, 82298.40625]"
"[555, 173096.03125, 111622.4296875]"
"[556, 279351.125, 204078.046875]"
"[557, 189452.625, 119413.9140625]"
"[558, 201148.953125, 112480.3359375]"
"[559, 186043.78125, 105980.359375]"
"[560, 264200.125, 189413.5625]"
"[561, 199622.21875, 140606.96875]"
"[562, 226962.375, 143380.6875]"
"[563, 241819.140625, 176766.8125]"
"[564, 314599.9375, 184521.984375]"
"[565, 186778.0625, 116816.1328125]"
"[566, 167527.59375, 101635.6328125]"
"[567, 236461.75, 156281.90625]"
"[568, 122186.796875, 70580.046875]"
"[569, 133661.59375, 81010.390625]"
"[570, 171046.578125, 107676.0625]"
"[571, 193652.515625, 139655.453125]"
"[572, 156736.234375, 94096.109375]"
"[573, 320665.4375, 252618.609375]"
"[574, 276976.8125, 207600.671875]"
"[575, 156053.390625, 112782.4609375]"
"[576, 215577.15625, 163831.734375]"
"[577, 197661.328125, 131306.3125]"
"[578, 203379.28125, 111800.2734375]"
"[579, 184642.046875, 127824.0390625]"
"[580, 347118.40625, 253043.5]"
"[581, 195191.734375, 136325.65625]"
"[582, 140225.03125, 72331.40625]"
"[583, 317032.9375, 192739.546875]"
"[584, 247921.9375, 179279.90625]"
"[585, 249719.921875, 159356.390625]"
"[586, 217454.953125, 145057.46875]"
"[587, 234024.5625, 149750.921875]"
"[588, 301520.25, 194902.25]"
"[589, 195461.90625, 145980.75]"
"[590, 220094.46875, 134020.03125]"
"[591, 314475.53125, 210277.484375]"
"[592, 173049.171875, 117998.0390625]"
"[593, 234082.3125, 120407.5390625]"
"[594, 254845.921875, 187843.1875]"
"[595, 257941.296875, 168480.484375]"
"[596, 141642.0625, 77236.5625]"
"[597, 286688.3125, 163990.765625]"
"[598, 206138.4375, 149941.515625]"
"[599, 274786.46875, 175925.625]"
"[600, 177860.359375, 118696.0]"
"[601, 160901.609375, 102938.625]"
"[602, 195773.796875, 128632.1328125]"
"[603, 238852.03125, 194586.234375]"
"[604, 345551.0, 200891.078125]"
"[605, 168223.984375, 106707.9609375]"
"[606, 189897.765625, 131985.984375]"
"[607, 128896.953125, 82804.53125]"
"[608, 217220.21875, 161559.390625]"
"[609, 181533.46875, 122060.703125]"
"[610, 250499.75, 174333.890625]"
"[611, 222532.0, 172461.828125]"
"[612, 276307.5, 199850.234375]"
"[613, 204066.796875, 118998.5]"
"[614, 329772.90625, 204935.78125]"
"[615, 314599.9375, 181236.859375]"
"[616, 307314.09375, 208844.953125]"
"[617, 238852.03125, 201757.21875]"
"[618, 198711.296875, 106854.8828125]"
"[619, 240854.171875, 156475.109375]"
"[620, 262980.1875, 166674.234375]"
"[621, 296776.25, 166905.875]"
"[622, 251473.828125, 205793.609375]"
"[623, 221358.921875, 143163.75]"
"[624, 250910.875, 143911.09375]"
"[625, 204748.03125, 147196.15625]"
"[626, 196096.171875, 123162.3515625]"
"[627, 193561.8125, 131964.78125]"
"[628, 212803.046875, 133605.953125]"
"[629, 284314.34375, 177257.03125]"
"[630, 230370.21875, 137816.96875]"
"[631, 132423.65625, 92060.53125]"
"[632, 188086.40625, 118725.4375]"
"[633, 238580.015625, 164774.3125]"
"[634, 238964.6875, 165005.265625]"
"[635, 205808.84375, 128197.6875]"
"[636, 204062.296875, 137195.109375]"
"[637, 273281.21875, 161011.859375]"
"[638, 267741.78125, 197513.96875]"
"[639, 200015.09375, 148027.734375]"
"[640, 163704.828125, 105720.359375]"
"[641, 250432.46875, 166609.296875]"
"[642, 207470.5625, 152786.015625]"
"[643, 189442.40625, 123834.5234375]"
"[644, 123020.5546875, 62335.28515625]"
"[645, 260783.71875, 176300.65625]"
"[646, 140508.84375, 79080.40625]"
"[647, 143427.65625, 76172.7890625]"
"[648, 149002.125, 89962.28125]"
"[649, 214451.890625, 120923.671875]"
"[650, 172997.71875, 95691.59375]"
"[651, 193803.984375, 124537.1328125]"
"[652, 230370.21875, 137591.09375]"
"[653, 231325.1875, 126631.96875]"
"[654, 289218.4375, 197344.296875]"
"[655, 209591.109375, 142519.78125]"
"[656, 160533.640625, 108392.5234375]"
"[657, 285261.125, 209057.328125]"
"[658, 189546.71875, 109792.4921875]"
"[659, 194605.515625, 149912.703125]"
"[660, 208095.859375, 157210.90625]"
"[661, 261009.53125, 166590.0625]"
"[662, 145419.234375, 77960.828125]"
"[663, 179012.28125, 113823.453125]"
"[664, 395340.375, 288960.40625]"
"[665, 276523.40625, 185545.453125]"
"[666, 191116.0625, 114819.625]"
"[667, 209742.6875, 130098.6015625]"
"[668, 204062.296875, 134142.78125]"
"[669, 185189.78125, 127501.421875]"
"[670, 129570.7109375, 109734.59375]"
"[671, 183716.75, 108935.0546875]"
"[672, 194800.34375, 140762.734375]"
"[673, 191134.875, 107852.8125]"
"[674, 226354.09375, 160253.28125]"
"[675, 138079.5625, 89133.3046875]"
"[676, 260265.875, 172317.296875]"
"[677, 188628.921875, 134196.8125]"
"[678, 289366.78125, 187126.90625]"
"[679, 292444.6875, 169222.875]"
"[680, 102605.0546875, 75479.734375]"
"[681, 208373.3125, 150558.3125]"
"[682, 280166.78125, 177649.96875]"
"[683, 189442.40625, 126334.2421875]"
"[684, 182245.5625, 116003.6484375]"
"[685, 179656.375, 123684.484375]"
"[686, 209537.265625, 132561.5]"
"[687, 204700.296875, 143802.5625]"
"[688, 293807.375, 199402.03125]"
"[689, 327961.8125, 246974.125]"
"[690, 256899.03125, 170506.6875]"
"[691, 297253.21875, 227177.71875]"
"[692, 294211.1875, 189827.296875]"
"[693, 280606.03125, 174069.453125]"
"[694, 212613.296875, 156333.921875]"
"[695, 227511.9375, 125158.8203125]"
"[696, 202574.984375, 119957.5]"
"[697, 332529.75, 197677.46875]"
"[698, 263011.375, 129907.078125]"
"[699, 110073.859375, 76214.8984375]"
"[700, 201710.71875, 126457.5546875]"
"[701, 142161.78125, 75708.328125]"
"[702, 183744.59375, 126244.78125]"
"[703, 178339.703125, 103277.2890625]"
"[704, 212413.515625, 163974.890625]"
"[705, 284314.34375, 177098.859375]"
"[706, 241997.921875, 174294.828125]"
"[707, 167943.546875, 94408.0078125]"
"[708, 166595.203125, 114674.84375]"
"[709, 204836.71875, 117064.9921875]"
"[710, 171916.09375, 98893.1171875]"
"[711, 296576.34375, 185491.984375]"
"[712, 274680.4375, 158716.6875]"
"[713, 156465.609375, 86845.171875]"
"[714, 175319.15625, 88754.046875]"
"[715, 322577.5625, 223598.671875]"
"[716, 160796.234375, 110028.421875]"
"[717, 142509.640625, 86573.578125]"
"[718, 239701.625, 163763.3125]"
"[719, 229200.125, 160826.9375]"
"[720, 211223.09375, 151773.75]"
"[721, 148570.796875, 78585.984375]"
"[722, 204662.71875, 129293.6640625]"
"[723, 228325.609375, 150602.21875]"
"[724, 132598.28125, 68076.375]"
"[725, 249756.859375, 144504.9375]"
"[726, 251576.359375, 156455.203125]"
"[727, 134393.34375, 79981.4375]"
"[728, 162388.09375, 107713.421875]"
"[729, 149102.921875, 80147.0078125]"
"[730, 187176.46875, 117569.3359375]"
"[731, 202337.0, 121703.6171875]"
"[732, 213192.359375, 137914.90625]"
"[733, 294803.125, 164637.34375]"
"[734, 126864.109375, 87085.4296875]"
"[735, 173049.171875, 117998.046875]"
"[736, 133418.984375, 81294.46875]"
"[737, 230656.953125, 171350.734375]"
"[738, 278282.6875, 211625.78125]"
"[739, 182913.125, 119775.546875]"
"[740, 253853.484375, 163196.8125]"
"[741, 137320.53125, 97526.6328125]"
"[742, 198975.875, 111279.8828125]"
"[743, 254042.859375, 184620.390625]"
"[744, 177860.359375, 120243.9375]"
"[745, 234529.125, 140094.5]"
"[746, 177981.875, 125297.078125]"
"[747, 300197.0, 146614.34375]"
"[748, 189155.734375, 124133.453125]"
"[749, 205189.65625, 117164.453125]"
"[750, 279837.0, 205925.953125]"
"[751, 163444.296875, 116456.8828125]"
"[752, 282821.3125, 167777.28125]"
"[753, 264707.46875, 214751.046875]"
"[754, 147954.375, 118000.71875]"
"[755, 122303.546875, 73193.9296875]"
"[756, 199769.453125, 119746.0234375]"
"[757, 162051.421875, 120550.953125]"
"[758, 269120.3125, 176997.890625]"
"[759, 178418.6875, 126592.5]"
"[760, 183647.140625, 126893.3828125]"
"[761, 202238.59375, 142812.0]"
"[762, 200732.4375, 127963.6875]"
"[763, 220193.734375, 148316.59375]"
"[764, 178156.015625, 120505.7109375]"
"[765, 193609.34375, 144982.28125]"
"[766, 99927.546875, 62545.0234375]"
"[767, 338544.84375, 238386.09375]"
"[768, 188583.0625, 130470.5234375]"
"[769, 119007.6875, 67973.640625]"
"[770, 178008.09375, 117273.6640625]"
"[771, 315200.21875, 208123.25]"
"[772, 135499.234375, 85880.34375]"
"[773, 193624.6875, 136275.4375]"
"[774, 141372.046875, 104046.4140625]"
"[775, 165088.953125, 102936.3046875]"
"[776, 298263.1875, 206642.265625]"
"[777, 226025.0, 152763.359375]"
"[778, 260882.703125, 163655.265625]"
"[779, 258610.796875, 152945.640625]"
"[780, 191808.0625, 145562.5]"
"[781, 287638.28125, 192983.59375]"
"[782, 291298.84375, 174696.421875]"
"[783, 264659.625, 180664.84375]"
"[784, 299567.15625, 207731.390625]"
"[785, 194545.375, 118976.3359375]"
"[786, 187164.046875, 91341.71875]"
"[787, 277057.1875, 194475.28125]"
"[788, 143271.25, 85766.5703125]"
"[789, 198068.9375, 100926.84375]"
"[790, 219179.265625, 136480.15625]"
"[791, 177860.359375, 119179.7578125]"
"[792, 182913.125, 117218.328125]"
"[793, 169181.15625, 96041.09375]"
"[794, 207485.5625, 102800.6796875]"
"[795, 217121.953125, 105942.9765625]"
"[796, 312904.34375, 216113.34375]"
"[797, 284848.375, 205388.15625]"
"[798, 217294.078125, 181664.90625]"
"[799, 196306.953125, 116618.9375]"
"[800, 289098.0, 169930.65625]"
"[801, 243480.375, 163496.203125]"
"[802, 298263.1875, 205578.546875]"
"[803, 183603.921875, 114391.3359375]"
"[804, 310338.5625, 185328.921875]"
"[805, 330245.25, 217335.46875]"
"[806, 241917.015625, 136230.8125]"
"[807, 287086.65625, 207222.421875]"
"[808, 186213.8125, 138244.625]"
"[809, 342261.34375, 223250.375]"
"[810, 187397.828125, 137993.421875]"
"[811, 271211.0625, 160636.234375]"
"[812, 212818.234375, 143605.4375]"
"[813, 144884.65625, 104096.7421875]"
"[814, 309103.65625, 207645.8125]"
"[815, 162518.40625, 122696.96875]"
"[816, 296884.0, 211561.53125]"
"[817, 213826.984375, 124343.734375]"
"[818, 148849.78125, 63410.4296875]"
"[819, 188086.40625, 118595.546875]"
"[820, 228869.125, 158419.53125]"
"[821, 194456.265625, 129586.9375]"
"[822, 152774.640625, 94455.3046875]"
"[823, 239591.46875, 191929.0625]"
"[824, 230158.53125, 134272.9375]"
"[825, 187164.046875, 91592.03125]"
"[826, 259222.5, 149514.796875]"
"[827, 212803.046875, 133605.953125]"
"[828, 208691.4375, 115530.15625]"
"[829, 135499.234375, 83921.265625]"
"[830, 205808.84375, 128384.6875]"
"[831, 321750.5, 208698.484375]"
"[832, 146357.65625, 83987.59375]"
"[833, 246991.640625, 195424.84375]"
"[834, 204968.296875, 142522.53125]"
"[835, 239368.5, 147319.46875]"
"[836, 269184.4375, 172189.8125]"
"[837, 209850.140625, 145772.234375]"
"[838, 276504.875, 157872.734375]"
"[839, 172813.71875, 111304.234375]"
"[840, 126340.21875, 87925.3359375]"
"[841, 249462.90625, 155670.703125]"
"[842, 191361.921875, 132689.375]"
"[843, 257694.546875, 189575.734375]"
"[844, 194270.703125, 111368.3203125]"
"[845, 140601.84375, 97435.734375]"
"[846, 173049.4375, 111709.875]"
"[847, 267222.5625, 172005.71875]"
"[848, 244971.3125, 140857.6875]"
"[849, 315297.34375, 172321.6875]"
"[850, 254824.65625, 163464.734375]"
"[851, 298864.375, 218848.515625]"
"[852, 251217.625, 173983.171875]"
"[853, 263011.375, 132359.671875]"
"[854, 195191.125, 130827.2734375]"
"[855, 251193.53125, 135981.53125]"
"[856, 266932.875, 159403.546875]"
"[857, 255893.96875, 177949.859375]"
"[858, 332529.75, 193931.4375]"
"[859, 167271.40625, 114938.375]"
"[860, 211343.765625, 153937.46875]"
"[861, 260508.609375, 200345.046875]"
"[862, 240143.9375, 158939.921875]"
"[863, 134423.6875, 87939.7734375]"
"[864, 202458.546875, 123609.4140625]"
"[865, 356488.28125, 212470.171875]"
"[866, 240090.171875, 161044.46875]"
"[867, 184463.859375, 134566.328125]"
"[868, 246733.875, 183423.265625]"
"[869, 234250.46875, 168421.03125]"
"[870, 261902.375, 180119.65625]"
"[871, 291908.625, 182127.3125]"
"[872, 180097.25, 121750.640625]"
"[873, 200304.59375, 146480.421875]"
"[874, 218220.640625, 123504.609375]"
"[875, 290409.96875, 180967.0625]"
"[876, 333139.03125, 186924.296875]"
"[877, 156465.609375, 86694.8984375]"
"[878, 251446.0, 143145.71875]"
"[879, 256659.6875, 126110.9375]"
"[880, 207392.484375, 129993.0625]"
"[881, 240005.8125, 173262.859375]"
"[882, 184459.421875, 95270.7421875]"
"[883, 146493.328125, 82453.4609375]"
"[884, 269184.4375, 169383.515625]"
"[885, 148891.65625, 106324.5703125]"
"[886, 169789.3125, 122459.75]"
"[887, 203206.203125, 127339.7734375]"
"[888, 237348.15625, 162604.34375]"
"[889, 179736.390625, 130478.53125]"
"[890, 199809.921875, 138176.0]"
"[891, 164673.359375, 80234.09375]"
"[892, 231916.78125, 170686.0625]"
"[893, 140225.03125, 72744.234375]"
"[894, 286559.84375, 181077.1875]"
"[895, 261222.65625, 154721.0]"
"[896, 87938.140625, 59583.6640625]"
"[897, 327013.09375, 208645.71875]"
"[898, 282915.96875, 195713.671875]"
"[899, 322391.1875, 222286.9375]"
"[900, 217827.21875, 123527.0234375]"
"[901, 294728.875, 203767.734375]"
"[902, 359737.90625, 187746.09375]"
"[903, 265849.8125, 188114.078125]"
"[904, 236237.90625, 179614.28125]"
"[905, 292608.625, 203014.078125]"
"[906, 174625.078125, 105122.15625]"
"[907, 134866.9375, 71575.421875]"
"[908, 187713.453125, 119012.296875]"
"[909, 136835.78125, 76736.546875]"
"[910, 276512.9375, 171942.578125]"
"[911, 287441.40625, 184423.125]"
"[912, 276504.875, 156665.1875]"
"[913, 270032.25, 176580.125]"
"[914, 146266.6875, 100096.421875]"
"[915, 225175.25, 159631.25]"
"[916, 171715.234375, 109217.75]"
"[917, 122303.546875, 73302.4453125]"
"[918, 158802.390625, 112195.4765625]"
"[919, 144875.84375, 106798.3671875]"
"[920, 181533.46875, 122060.7109375]"
"[921, 264459.6875, 163201.421875]"
"[922, 164951.328125, 110991.203125]"
"[923, 174378.796875, 105849.0625]"
"[924, 152436.734375, 102320.6875]"
"[925, 192523.171875, 117574.8203125]"
"[926, 216433.625, 181661.265625]"
"[927, 293556.0625, 221029.796875]"
"[928, 147866.875, 94290.3984375]"
"[929, 228064.171875, 143204.984375]"
"[930, 204770.484375, 129424.453125]"
"[931, 228561.375, 158391.828125]"
"[932, 182589.1875, 131594.5625]"
"[933, 231010.828125, 127400.8984375]"
"[934, 248531.171875, 172661.015625]"
"[935, 292885.84375, 225662.1875]"
"[936, 177426.84375, 103680.9921875]"
"[937, 146473.34375, 94461.9453125]"
"[938, 292480.03125, 202993.234375]"
"[939, 207335.28125, 111361.1875]"
"[940, 214651.640625, 139315.15625]"
"[941, 314934.3125, 190530.0]"
"[942, 226270.203125, 153720.296875]"
"[943, 244520.421875, 164888.046875]"
"[944, 157956.484375, 98611.3046875]"
"[945, 215535.34375, 161503.46875]"
"[946, 204066.796875, 119809.765625]"
"[947, 269046.4375, 182263.875]"
"[948, 206758.796875, 156541.34375]"
"[949, 231469.78125, 143332.3125]"
"[950, 279595.03125, 157840.265625]"
"[951, 143632.453125, 116956.5078125]"
"[952, 293654.8125, 196770.9375]"
"[953, 111185.4296875, 68504.25]"
"[954, 271659.0625, 185703.296875]"
"[955, 233378.1875, 138196.46875]"
"[956, 212286.078125, 131712.34375]"
"[957, 189320.28125, 127295.125]"
"[958, 214343.25, 126800.59375]"
"[959, 184058.953125, 99505.5859375]"
"[960, 188801.546875, 123954.3125]"
"[961, 222283.546875, 157275.8125]"
"[962, 213192.359375, 134536.125]"
"[963, 235831.796875, 179574.078125]"
"[964, 223584.84375, 123910.7421875]"
"[965, 271044.4375, 173681.96875]"
"[966, 150471.625, 102012.7578125]"
"[967, 156656.21875, 113420.9296875]"
"[968, 264707.46875, 214856.90625]"
"[969, 206748.796875, 121084.359375]"
"[970, 395340.375, 288960.40625]"
"[971, 184642.046875, 127597.953125]"
"[972, 176496.25, 103026.0078125]"
"[973, 200603.8125, 114406.28125]"
"[974, 251400.21875, 165313.4375]"
"[975, 277161.8125, 185791.84375]"
"[976, 143271.25, 85792.5625]"
"[977, 195191.734375, 135172.6875]"
"[978, 186143.421875, 133561.234375]"
"[979, 147283.484375, 86261.953125]"
"[980, 185941.859375, 121580.734375]"
"[981, 149539.484375, 99836.25]"
"[982, 296009.75, 226250.46875]"
"[983, 226962.375, 148271.71875]"
"[984, 192083.71875, 134176.671875]"
"[985, 255133.484375, 158788.46875]"
"[986, 195166.90625, 108295.4609375]"
"[987, 276976.8125, 207721.6875]"
"[988, 151802.9375, 80825.359375]"
"[989, 159838.671875, 101495.3046875]"
"[990, 286625.375, 213419.15625]"
"[991, 293807.375, 200577.265625]"
"[992, 203603.90625, 127239.6171875]"
"[993, 146342.953125, 75012.0078125]"
"[994, 174032.8125, 113401.359375]"
"[995, 171109.28125, 88767.0]"
"[996, 132960.4375, 77419.140625]"
"[997, 321367.84375, 228645.90625]"
"[998, 196032.234375, 134127.09375]"
"[999, 244298.625, 155590.234375]"
